locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Wrocław Fabryczna,ul. Dokerska,3,47,699000,14872,bez pośredników,,19,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-dokerska-3-pokojowe-k7u3m4,https://s2.adresowa.pl/oi/7d/7b/3fc35c_38ee_cover@2x-3-pokojowe-mieszkanie-wroclaw-fabryczna-ul-dokerska.webp
Wrocław Kuźniki,ul. Sarbinowska,2,36,379800,10550,Pośrednik,,13,https://adresowo.pl/o/mieszkanie-wroclaw-kuzniki-ul-sarbinowska-2-pokojowe-y3b6p7,https://s2.adresowa.pl/oi/29/73/3f8144_d1cf_cover@2x-2-pokojowe-mieszkanie-wroclaw-kuzniki-ul-sarbinowska.webp
Wrocław Fabryczna,ul. Icchaka Lejba Pereca,2,51,650000,12745,Pośrednik,,13,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-icchaka-lejba-pereca-2-pokojowe-o1v9g5,https://s2.adresowa.pl/oi/66/52/3f7b94_d74d_cover@2x-2-pokojowe-mieszkanie-wroclaw-fabryczna-ul-icchaka-lejba-pereca.webp
Wrocław,Popowice,2,43,872000,20279,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-wroclaw-popowice-2-pokojowe-43-m2-g1e7j3,https://s2.adresowa.pl/oi/1e/30/3fbd1a_30c6_cover@2x-2-pokojowe-mieszkanie-wroclaw-popowice.webp
Wrocław Krzyki,ul. Zaporoska,1,18,399000,22167,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-zaporoska-1-pokoj-h9s7t2,https://s2.adresowa.pl/oi/49/51/3fbb0e_5e16_cover@2x-1-pokojowe-mieszkanie-wroclaw-krzyki-ul-zaporoska.webp
Wrocław Śródmieście,ul. Grunwaldzka,1,43,490000,11395,bez pośredników,,19,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-grunwaldzka-1-pokoj-z9s5t0,https://s2.adresowa.pl/oi/4c/75/3fb9b0_e657_cover@2x-1-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-grunwaldzka.webp
Wrocław,Krzyki,3,58,806694,13909,Pośrednik,,15,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-3-pokojowe-58-m2-m6c0e8,https://s2.adresowa.pl/oi/44/71/3f7b0c_5e92_cover@2x-3-pokojowe-mieszkanie-wroclaw-krzyki.webp
Wrocław,ul. gen. Romualda Traugutta,3,75,674000,8987,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-wroclaw-ul-gen-romualda-traugutta-3-pokojowe-x4l6o4,https://s2.adresowa.pl/oi/4c/34/3f7780_a78e_cover@2x-3-pokojowe-mieszkanie-wroclaw-ul-gen-romualda-traugutta.webp
Wrocław Gaj,ul. Czerniawska,2,43,600000,13953,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-wroclaw-gaj-ul-czerniawska-2-pokojowe-q9h7m4,https://s2.adresowa.pl/oi/6b/78/3fb93c_fe48_cover@2x-2-pokojowe-mieszkanie-wroclaw-gaj-ul-czerniawska.webp
Wrocław Szczepin,ul. Bolesławiecka,2,49,649000,13245,bez pośredników,,4,https://adresowo.pl/o/mieszkanie-wroclaw-szczepin-ul-boleslawiecka-2-pokojowe-b3n8o6,https://s2.adresowa.pl/oi/63/17/3fb820_b18b_cover@2x-2-pokojowe-mieszkanie-wroclaw-szczepin-ul-boleslawiecka.webp
Wrocław Śródmieście,ul. Norberta Barlickiego,3,70,987654,14109,bez pośredników,,19,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-norberta-barlickiego-3-pokojowe-e5j0e8,https://s2.adresowa.pl/oi/4e/44/3fb766_f711_cover@2x-3-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-norberta-barlickiego.webp
Wrocław,Maślice,2,37,502110,13571,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-wroclaw-maslice-2-pokojowe-37-m2-h8k2l5,https://s2.adresowa.pl/oi/3b/63/3f7758_4de9_cover@2x-2-pokojowe-mieszkanie-wroclaw-maslice.webp
Wrocław,Brochów,4,75,969000,12920,Pośrednik,,18,https://adresowo.pl/o/mieszkanie-wroclaw-brochow-4-pokojowe-75-m2-o8z4r3,https://s2.adresowa.pl/oi/51/44/3f7500_a0ba_cover@2x-4-pokojowe-mieszkanie-wroclaw-brochow.webp
Wrocław Maślice,ul. Reszelska,3,61,669000,10967,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-wroclaw-maslice-ul-reszelska-3-pokojowe-v3v4b3,https://s2.adresowa.pl/oi/10/41/3fb650_9892_cover@2x-3-pokojowe-mieszkanie-wroclaw-maslice-ul-reszelska.webp
Wrocław Krzyki,ul. Róży Wiatrów,3,76,929000,12224,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-rozy-wiatrow-3-pokojowe-t5v2w6,https://s2.adresowa.pl/oi/43/3d/3fb43c_b584_cover@2x-3-pokojowe-mieszkanie-wroclaw-krzyki-ul-rozy-wiatrow.webp
Wrocław Stare Miasto,ul. Jęczmienna,2,60,780000,13000,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-jeczmienna-2-pokojowe-e1j2r5,https://s2.adresowa.pl/oi/64/47/3fb406_d448_cover@2x-2-pokojowe-mieszkanie-wroclaw-stare-miasto-ul-jeczmienna.webp
Wrocław Grabiszyn,ul. Jemiołowa 33,3,42,570000,13571,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-wroclaw-grabiszyn-ul-jemiolowa-3-pokojowe-f3a1j0,https://s2.adresowa.pl/oi/3d/14/3f74d6_ffc4_cover@2x-3-pokojowe-mieszkanie-wroclaw-grabiszyn-ul-jemiolowa.webp
Wrocław Południe,ul. Wincentego Stysia,3,58,749000,12914,Pośrednik,,13,https://adresowo.pl/o/mieszkanie-wroclaw-poludnie-ul-wincentego-stysia-3-pokojowe-f5x7e3,https://s2.adresowa.pl/oi/55/1b/3f73d2_ea74_cover@2x-3-pokojowe-mieszkanie-wroclaw-poludnie-ul-wincentego-stysia.webp
Wrocław Gądów Mały,ul. Fabryczna,3,48,705900,14706,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-wroclaw-gadow-maly-ul-fabryczna-3-pokojowe-w3i6r6,https://s2.adresowa.pl/oi/62/45/3fb2e0_fd4e_cover@2x-3-pokojowe-mieszkanie-wroclaw-gadow-maly-ul-fabryczna.webp
Wrocław,Śródmieście,1,26,520000,20000,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-1-pokoj-26-m2-x2g7u6,https://s2.adresowa.pl/oi/1a/66/3fb2b6_e7dc_cover@2x-1-pokojowe-mieszkanie-wroclaw-srodmiescie.webp
Wrocław Klecina,ul. Dożynkowa,3,47,685000,14574,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-wroclaw-klecina-ul-dozynkowa-3-pokojowe-x5x2t4,https://s2.adresowa.pl/oi/47/64/3fb18c_cb48_cover@2x-3-pokojowe-mieszkanie-wroclaw-klecina-ul-dozynkowa.webp
Wrocław Krzyki,ul. Wambierzycka,2,48,699000,14562,Pośrednik,,20,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-wambierzycka-2-pokojowe-f7x8t5,https://s2.adresowa.pl/oi/57/58/3f7114_9d26_cover@2x-2-pokojowe-mieszkanie-wroclaw-krzyki-ul-wambierzycka.webp
Wrocław Szczepin,ul. gen. Władysława Sikorskiego,4,130,2810265,21617,Pośrednik,,15,https://adresowo.pl/o/mieszkanie-wroclaw-szczepin-ul-gen-wladyslawa-sikorskiego-4-pokojowe-h4t3o8,https://s2.adresowa.pl/oi/72/3c/3f70ee_fffa_cover@2x-4-pokojowe-mieszkanie-wroclaw-szczepin-ul-gen-wladyslawa-sikorskiego.webp
Wrocław Krzyki,ul. Powstańców Śląskich 52,1,36,526349,14621,bez pośredników,,61,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-powstancow-slaskich-1-pokoj-k5c4g3,https://s2.adresowa.pl/oi/48/16/3fafa2_5e9f_cover@2x-1-pokojowe-mieszkanie-wroclaw-krzyki-ul-powstancow-slaskich.webp
Wrocław Krzyki,ul. Gajowicka,1,36,504000,14000,bez pośredników,,4,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-gajowicka-1-pokoj-a5p5j9,https://s2.adresowa.pl/oi/1e/2a/3faf1a_fbe0_cover@2x-1-pokojowe-mieszkanie-wroclaw-krzyki-ul-gajowicka.webp
Wrocław Krzyki,ul. Skwierzyńska,2,42,899000,21405,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-skwierzynska-2-pokojowe-o2b2x4,https://s2.adresowa.pl/oi/76/57/3fadae_ab88_cover@2x-2-pokojowe-mieszkanie-wroclaw-krzyki-ul-skwierzynska.webp
Wrocław,,2,60,649000,10817,Pośrednik,,10,https://adresowo.pl/o/mieszkanie-wroclaw-2-pokojowe-60-m2-v7u6y6,https://s2.adresowa.pl/oi/46/59/3f70da_8157_cover@2x-2-pokojowe-mieszkanie-wroclaw.webp
Wrocław,Krzyki,4,135,2069000,15326,Pośrednik,,24,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-4-pokojowe-135-m2-e7n3i4,https://s2.adresowa.pl/oi/1d/73/3f6d94_b43e_cover@2x-4-pokojowe-mieszkanie-wroclaw-krzyki.webp
Wrocław Psie Pole,ul. Rafała Wojaczka,2,38,595000,15658,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-rafala-wojaczka-2-pokojowe-t2z5g4,https://s2.adresowa.pl/oi/41/67/3fa86a_a725_cover@2x-2-pokojowe-mieszkanie-wroclaw-psie-pole-ul-rafala-wojaczka.webp
Wrocław Psie Pole,ul. Zatorska,2,54,640000,11852,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-zatorska-2-pokojowe-q4q1r4,https://s2.adresowa.pl/oi/13/69/3fa71a_e352_cover@2x-2-pokojowe-mieszkanie-wroclaw-psie-pole-ul-zatorska.webp
Wrocław Ołtaszyn,ul. Agrestowa,3,48,710000,14792,bez pośredników,,13,https://adresowo.pl/o/mieszkanie-wroclaw-oltaszyn-ul-agrestowa-3-pokojowe-b0g2h9,https://s2.adresowa.pl/oi/21/52/3fa680_4c40_cover@2x-3-pokojowe-mieszkanie-wroclaw-oltaszyn-ul-agrestowa.webp
Wrocław,Ołtaszyn,3,126,1150000,9127,Pośrednik,,4,https://adresowo.pl/o/mieszkanie-wroclaw-oltaszyn-3-pokojowe-126-m2-f5t9b9,https://s2.adresowa.pl/oi/37/5f/3f6d8a_8a92_cover@2x-3-pokojowe-mieszkanie-wroclaw-oltaszyn.webp
Wrocław Krzyki,ul. Życzliwa,3,56,789000,14089,Pośrednik,,13,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-zyczliwa-3-pokojowe-m8p6e0,https://s2.adresowa.pl/oi/42/78/3f6d64_ac40_cover@2x-3-pokojowe-mieszkanie-wroclaw-krzyki-ul-zyczliwa.webp
Wrocław Fabryczna,ul. Grabiszyńska,3,44,599000,13614,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-grabiszynska-3-pokojowe-p3g1t7,https://s2.adresowa.pl/oi/3c/2e/3fa5d0_8543_cover@2x-3-pokojowe-mieszkanie-wroclaw-fabryczna-ul-grabiszynska.webp
Wrocław Złotniki,ul. Złotnicka 4B,2,56,711000,12696,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-wroclaw-zlotniki-ul-zlotnicka-2-pokojowe-f1g9u2,https://s2.adresowa.pl/oi/7e/41/3f9ea8_482c_cover@2x-2-pokojowe-mieszkanie-wroclaw-zlotniki-ul-zlotnicka.webp
Wrocław Swojczyce,ul. Vasco da Gamy,3,62,999999,16129,bez pośredników,,17,https://adresowo.pl/o/mieszkanie-wroclaw-swojczyce-ul-vasco-da-gamy-3-pokojowe-g8z6w7,https://s2.adresowa.pl/oi/46/3b/3fa3ae_fa06_cover@2x-3-pokojowe-mieszkanie-wroclaw-swojczyce-ul-vasco-da-gamy.webp
Wrocław Śródmieście,ul. Śrutowa,4,106,2200000,20755,Pośrednik,,33,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-srutowa-4-pokojowe-k6v6j0,https://s2.adresowa.pl/oi/4a/54/3f5fb4_66a5_cover@2x-4-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-srutowa.webp
Wrocław Śródmieście,ul. Legnicka,4,79,1175253,14877,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-legnicka-4-pokojowe-x3r3g0,https://s2.adresowa.pl/oi/22/65/3f5bd8_d5b2_cover@2x-4-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-legnicka.webp
Wrocław Grabiszyn,ul. Inżynierska,2,61,749000,12279,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-wroclaw-grabiszyn-ul-inzynierska-2-pokojowe-f6h5b9,https://s2.adresowa.pl/oi/63/15/3fa376_e51b_cover@2x-2-pokojowe-mieszkanie-wroclaw-grabiszyn-ul-inzynierska.webp
Wrocław Śródmieście,wyb. Ludwika Pasteura,1,13,289000,22231,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-wyb-ludwika-pasteura-1-pokoj-y7d5x3,https://s2.adresowa.pl/oi/1b/57/3fa23a_7937_cover@2x-1-pokojowe-mieszkanie-wroclaw-srodmiescie-wyb-ludwika-pasteura.webp
Wrocław,Ołtaszyn,2,52,729000,14019,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-wroclaw-oltaszyn-2-pokojowe-52-m2-i0x8d2,https://s2.adresowa.pl/oi/73/38/3fa1ee_ce43_cover@2x-2-pokojowe-mieszkanie-wroclaw-oltaszyn.webp
Wrocław Szczepin,ul. Legnicka 59,1,25,417000,16680,Pośrednik,,15,https://adresowo.pl/o/mieszkanie-wroclaw-szczepin-ul-legnicka-1-pokoj-a3o9c8,https://s2.adresowa.pl/oi/67/4b/3f57b0_d909_cover@2x-1-pokojowe-mieszkanie-wroclaw-szczepin-ul-legnicka.webp
Wrocław Fabryczna,ul. Skwierzyńska,3,56,619000,11054,Pośrednik,,50,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-skwierzynska-3-pokojowe-v9r7r5,https://s2.adresowa.pl/oi/39/2a/3f5750_88dc_cover@2x-3-pokojowe-mieszkanie-wroclaw-fabryczna-ul-skwierzynska.webp
Wrocław Jagodno,ul. Krzysztofa Komedy,3,57,860000,15088,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-wroclaw-jagodno-ul-krzysztofa-komedy-3-pokojowe-l3v7v8,https://s2.adresowa.pl/oi/31/6c/3fa198_3c26_cover@2x-3-pokojowe-mieszkanie-wroclaw-jagodno-ul-krzysztofa-komedy.webp
Wrocław,Stare Miasto,3,55,729670,13267,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-3-pokojowe-55-m2-f0w7m3,https://s2.adresowa.pl/oi/21/5a/3fa0b4_eba5_cover@2x-3-pokojowe-mieszkanie-wroclaw-stare-miasto.webp
Wrocław Fabryczna,ul. Popowicka,3,54,720000,13333,bez pośredników,,6,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-popowicka-3-pokojowe-s3q5o6,https://s2.adresowa.pl/oi/35/11/3f9ece_71b5_cover@2x-3-pokojowe-mieszkanie-wroclaw-fabryczna-ul-popowicka.webp
Wrocław Borek,ul. Wróbla,3,50,709000,14180,Pośrednik,,9,https://adresowo.pl/o/mieszkanie-wroclaw-borek-ul-wrobla-3-pokojowe-l5q4l7,https://s2.adresowa.pl/oi/59/1f/3f5428_bf11_cover@2x-3-pokojowe-mieszkanie-wroclaw-borek-ul-wrobla.webp
Wrocław Ołbin,ul. Henryka Sienkiewicza,3,52,599000,11519,Pośrednik,,8,https://adresowo.pl/o/mieszkanie-wroclaw-olbin-ul-henryka-sienkiewicza-3-pokojowe-y9k3l1,https://s2.adresowa.pl/oi/4c/32/3f53de_7f61_cover@2x-3-pokojowe-mieszkanie-wroclaw-olbin-ul-henryka-sienkiewicza.webp
Wrocław Krzyki,ul. Śliczna,4,86,1200000,13953,bez pośredników,,19,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-sliczna-4-pokojowe-g7d4y4,https://s2.adresowa.pl/oi/33/45/3f9d10_a0db_cover@2x-4-pokojowe-mieszkanie-wroclaw-krzyki-ul-sliczna.webp
Wrocław Różanka,ul. Zaułek Rogoziński,2,33,522000,15818,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-wroclaw-rozanka-ul-zaulek-rogozinski-2-pokojowe-d3a5z1,https://s2.adresowa.pl/oi/3a/6a/3f9c8e_9ce5_cover@2x-2-pokojowe-mieszkanie-wroclaw-rozanka-ul-zaulek-rogozinski.webp
Wrocław Jagodno,ul. Stanisława Drabika,2,39,650000,16667,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-wroclaw-jagodno-ul-stanislawa-drabika-2-pokojowe-p7r9s0,https://s2.adresowa.pl/oi/5c/6b/3f98f6_c9b0_cover@2x-2-pokojowe-mieszkanie-wroclaw-jagodno-ul-stanislawa-drabika.webp
Wrocław Jagodno,ul. Edmunda Kajdasza,4,92,1056775,11487,Pośrednik,,13,https://adresowo.pl/o/mieszkanie-wroclaw-jagodno-ul-edmunda-kajdasza-4-pokojowe-r6q8q5,https://s2.adresowa.pl/oi/6e/5f/3f519c_67b6_cover@2x-4-pokojowe-mieszkanie-wroclaw-jagodno-ul-edmunda-kajdasza.webp
Wrocław Gądów Mały,ul. Legnicka,1,33,519000,15727,Pośrednik,,12,https://adresowo.pl/o/mieszkanie-wroclaw-gadow-maly-ul-legnicka-1-pokoj-a6o8i3,https://s2.adresowa.pl/oi/29/2b/3f4b86_9b9c_cover@2x-1-pokojowe-mieszkanie-wroclaw-gadow-maly-ul-legnicka.webp
Wrocław Biskupin,ul. Jana Stanisławskiego,3,56,846600,15118,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-wroclaw-biskupin-ul-jana-stanislawskiego-3-pokojowe-l3l1c1,https://s2.adresowa.pl/oi/38/4f/3f9854_c80a_cover@2x-3-pokojowe-mieszkanie-wroclaw-biskupin-ul-jana-stanislawskiego.webp
Wrocław Złotniki,ul. Kościańska,2,37,535000,14459,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-wroclaw-zlotniki-ul-koscianska-2-pokojowe-j7f2m0,https://s2.adresowa.pl/oi/2c/21/3f97c0_9c98_cover@2x-2-pokojowe-mieszkanie-wroclaw-zlotniki-ul-koscianska.webp
Wrocław Fabryczna,ul. Młodych Techników,1,25,390000,15600,bez pośredników,,3,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-mlodych-technikow-1-pokoj-j0p4x7,https://s2.adresowa.pl/oi/22/26/3f96ba_bf1b_cover@2x-1-pokojowe-mieszkanie-wroclaw-fabryczna-ul-mlodych-technikow.webp
Wrocław Fabryczna,ul. Emila Zoli,3,67,811000,12104,Pośrednik,,15,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-emila-zoli-3-pokojowe-u3h1a0,https://s2.adresowa.pl/oi/25/6b/3f4160_2ac4_cover@2x-3-pokojowe-mieszkanie-wroclaw-fabryczna-ul-emila-zoli.webp
Wrocław Krzyki,ul. Gajowicka,1,24,399000,16625,Pośrednik,,13,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-gajowicka-1-pokoj-o6y6l7,https://s2.adresowa.pl/oi/60/51/3f40e4_8e24_cover@2x-1-pokojowe-mieszkanie-wroclaw-krzyki-ul-gajowicka.webp
Wrocław Krzyki,ul. Powstańców Śląskich,2,40,700000,17500,bez pośredników,,13,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-powstancow-slaskich-2-pokojowe-x6t0j9,https://s2.adresowa.pl/oi/73/2c/3f953c_b2cc_cover@2x-2-pokojowe-mieszkanie-wroclaw-krzyki-ul-powstancow-slaskich.webp
Wrocław Krzyki,ul. Wietrzna,1,33,462000,14000,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-wietrzna-1-pokoj-p8z0l5,https://s2.adresowa.pl/oi/2b/2b/3f8f96_7af9_cover@2x-1-pokojowe-mieszkanie-wroclaw-krzyki-ul-wietrzna.webp
Wrocław Śródmieście,ul. Ludwika Rydygiera,2,51,590000,11569,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-ludwika-rydygiera-2-pokojowe-l8a3q9,https://s2.adresowa.pl/oi/67/62/3f8f90_e260_cover@2x-2-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-ludwika-rydygiera.webp
Wrocław Stare Miasto,ul. Księcia Witolda,3,115,7000000,60870,Pośrednik,,16,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-ksiecia-witolda-3-pokojowe-c8d9r1,https://s2.adresowa.pl/oi/69/7a/3f3fe6_c5ec_cover@2x-3-pokojowe-mieszkanie-wroclaw-stare-miasto-ul-ksiecia-witolda.webp
Wrocław,Krzyki,1,34,660000,19412,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-1-pokoj-34-m2-u5l1n3,https://s2.adresowa.pl/oi/75/5c/3f3e5a_72b7_cover@2x-1-pokojowe-mieszkanie-wroclaw-krzyki.webp
Wrocław Szczepin,ul. Legnicka,2,37,585000,15811,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-wroclaw-szczepin-ul-legnicka-2-pokojowe-d1s2u3,https://s2.adresowa.pl/oi/32/11/3f8e1a_71f5_cover@2x-2-pokojowe-mieszkanie-wroclaw-szczepin-ul-legnicka.webp
Wrocław Stabłowice,ul. Stabłowicka,3,60,690000,11500,bez pośredników,,19,https://adresowo.pl/o/mieszkanie-wroclaw-stablowice-ul-stablowicka-3-pokojowe-o1o1o2,https://s2.adresowa.pl/oi/5f/63/3f8da2_b72c_cover@2x-3-pokojowe-mieszkanie-wroclaw-stablowice-ul-stablowicka.webp
Wrocław Karłowice,ul. Sołtysowicka,1,19,310000,16316,bez pośredników,,4,https://adresowo.pl/o/mieszkanie-wroclaw-karlowice-ul-soltysowicka-1-pokoj-e4o2u1,https://s2.adresowa.pl/oi/41/1f/3f8da0_9f38_cover@2x-1-pokojowe-mieszkanie-wroclaw-karlowice-ul-soltysowicka.webp
Wrocław Fabryczna,ul. Nasturcjowa,3,49,499000,10184,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-nasturcjowa-3-pokojowe-v1p8h4,https://s2.adresowa.pl/oi/26/5a/3f3d74_a0e6_cover@2x-3-pokojowe-mieszkanie-wroclaw-fabryczna-ul-nasturcjowa.webp
Wrocław Pilczyce,ul. Hutnicza 60,2,37,475000,12838,Pośrednik,,12,https://adresowo.pl/o/mieszkanie-wroclaw-pilczyce-ul-hutnicza-2-pokojowe-s8r6f8,https://s2.adresowa.pl/oi/4a/45/3f3b68_ac9d_cover@2x-2-pokojowe-mieszkanie-wroclaw-pilczyce-ul-hutnicza.webp
Wrocław Gajowice,ul. Lwowska,3,85,1200000,14118,bez pośredników,,30,https://adresowo.pl/o/mieszkanie-wroclaw-gajowice-ul-lwowska-3-pokojowe-s0c0j3,https://s2.adresowa.pl/oi/69/7a/3f7862_fd67_cover@2x-3-pokojowe-mieszkanie-wroclaw-gajowice-ul-lwowska.webp
Wrocław Psie Pole,ul. Litewska,3,60,749000,12483,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-litewska-3-pokojowe-o5w7g8,https://s2.adresowa.pl/oi/63/75/3f8c04_5d85_cover@2x-3-pokojowe-mieszkanie-wroclaw-psie-pole-ul-litewska.webp
Wrocław Stare Miasto,ul. Icchaka Lejba Pereca,2,51,620000,12157,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-icchaka-lejba-pereca-2-pokojowe-o3l3q4,https://s2.adresowa.pl/oi/6c/50/3f8b6c_9c82_cover@2x-2-pokojowe-mieszkanie-wroclaw-stare-miasto-ul-icchaka-lejba-pereca.webp
Wrocław,ul. Tadeusza Zielińskiego,3,57,640000,11228,Pośrednik,,4,https://adresowo.pl/o/mieszkanie-wroclaw-ul-tadeusza-zielinskiego-3-pokojowe-p0p9v0,https://s2.adresowa.pl/oi/16/15/3f3b32_9c01_cover@2x-3-pokojowe-mieszkanie-wroclaw-ul-tadeusza-zielinskiego.webp
Wrocław,ul. Koszarowa,3,52,575000,11058,Pośrednik,,9,https://adresowo.pl/o/mieszkanie-wroclaw-ul-koszarowa-3-pokojowe-c5q2l0,https://s2.adresowa.pl/oi/17/14/3f3998_922c_cover@2x-3-pokojowe-mieszkanie-wroclaw-ul-koszarowa.webp
Wrocław Jagodno,ul. Krzysztofa Komedy,3,58,849000,14638,bez pośredników,,1,https://adresowo.pl/o/mieszkanie-wroclaw-jagodno-ul-krzysztofa-komedy-3-pokojowe-k7l6l3,https://s2.adresowa.pl/oi/75/24/3f8b18_5500_cover@2x-3-pokojowe-mieszkanie-wroclaw-jagodno-ul-krzysztofa-komedy.webp
Wrocław Grabiszyn,ul. Nasturcjowa,2,50,685000,13700,bez pośredników,,16,https://adresowo.pl/o/mieszkanie-wroclaw-grabiszyn-ul-nasturcjowa-2-pokojowe-n0v1h2,https://s2.adresowa.pl/oi/77/63/3f8a34_dbd9_cover@2x-2-pokojowe-mieszkanie-wroclaw-grabiszyn-ul-nasturcjowa.webp
Wrocław Śródmieście,ul. Henryka Probusa,1,30,599000,19967,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-henryka-probusa-1-pokoj-q0p3a5,https://s2.adresowa.pl/oi/5b/6a/3f88b8_feb8_cover@2x-1-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-henryka-probusa.webp
Wrocław Krzyki,ul. Pigwowa,2,46,980000,21304,Pośrednik,,29,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-pigwowa-2-pokojowe-n5q1g2,https://s2.adresowa.pl/oi/4c/2c/3f38b0_a1dd_cover@2x-2-pokojowe-mieszkanie-wroclaw-krzyki-ul-pigwowa.webp
Wrocław Śródmieście,ul. Henryka Sienkiewicza,2,44,600000,13636,Pośrednik,,13,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-henryka-sienkiewicza-2-pokojowe-q0l8g4,https://s2.adresowa.pl/oi/64/1b/3f2538_c864_cover@2x-2-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-henryka-sienkiewicza.webp
Wrocław Szczepin,ul. Inowrocławska,3,46,680000,14783,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-wroclaw-szczepin-ul-inowroclawska-3-pokojowe-t6v1n0,https://s2.adresowa.pl/oi/3f/52/3f88ac_f341_cover@2x-3-pokojowe-mieszkanie-wroclaw-szczepin-ul-inowroclawska.webp
Wrocław Śródmieście,ul. Henryka Sienkiewicza,2,59,669650,11350,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-henryka-sienkiewicza-2-pokojowe-h5o4v3,https://s2.adresowa.pl/oi/28/21/3f88aa_8ff0_cover@2x-2-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-henryka-sienkiewicza.webp
