locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Kraków Bieżanów,ul. ks. Piotra Ściegiennego,2,45,625000,13889,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-ks-piotra-sciegiennego-2-pokojowe-i6v1p2,https://s2.adresowa.pl/oi/62/2e/3cd2da_f1ac_cover@2x-2-pokojowe-mieszkanie-krakow-biezanow-ul-ks-piotra-sciegiennego.webp
Kraków Śródmieście,al. Pokoju,2,37,630000,17027,Pośrednik,,8,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-al-pokoju-2-pokojowe-p7j1a7,https://s2.adresowa.pl/oi/39/12/3cd284_3e05_cover@2x-2-pokojowe-mieszkanie-krakow-srodmiescie-al-pokoju.webp
Kraków,Mistrzejowice,3,80,748000,9350,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-3-pokojowe-80-m2-h0f7l5,https://s2.adresowa.pl/oi/52/35/3ccbe2_62a2_cover@2x-3-pokojowe-mieszkanie-krakow-mistrzejowice.webp
Kraków Czyżyny,ul. Bolesława Orlińskiego,3,66,1176000,17818,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-boleslawa-orlinskiego-3-pokojowe-d1w8v3,https://s2.adresowa.pl/oi/56/7f/3cc970_ed66_cover@2x-3-pokojowe-mieszkanie-krakow-czyzyny-ul-boleslawa-orlinskiego.webp
Kraków Dębniki,ul. Borkowska,1,29,459000,15828,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-borkowska-1-pokoj-k5s1h3,https://s2.adresowa.pl/oi/22/10/3cc66c_b73b_cover@2x-1-pokojowe-mieszkanie-krakow-debniki-ul-borkowska.webp
Kraków Nowa Huta,os. Na Stoku,2,34,470000,13824,Pośrednik,,30,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-na-stoku-2-pokojowe-o1v5l7,https://s2.adresowa.pl/oi/36/51/3cd26e_eb66_cover@2x-2-pokojowe-mieszkanie-krakow-nowa-huta-os-na-stoku.webp
Kraków Dębniki,ul. Spacerowa,3,63,710000,11270,Pośrednik,,13,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-spacerowa-3-pokojowe-k5i6b1,https://s2.adresowa.pl/oi/4b/60/3ccc6c_7b6e_cover@2x-3-pokojowe-mieszkanie-krakow-debniki-ul-spacerowa.webp
Kraków Bieńczyce,os. Na Wzgórzach,1,27,390000,14444,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-os-na-wzgorzach-1-pokoj-b8e3t6,https://s2.adresowa.pl/oi/49/3a/3cc4c6_f50f_cover@2x-1-pokojowe-mieszkanie-krakow-bienczyce-os-na-wzgorzach.webp
Kraków Prądnik Biały,ul. Kuźnicy Kołłątajowskiej,3,61,895000,14672,bez pośredników,,15,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-kuznicy-kollatajowskiej-3-pokojowe-f6k0t0,https://s2.adresowa.pl/oi/51/31/3cc462_d52d_cover@2x-3-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-kuznicy-kollatajowskiej.webp
Kraków Nowa Huta,os. Centrum D,2,38,600000,15789,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-centrum-d-2-pokojowe-b5a3f0,https://s2.adresowa.pl/oi/48/29/3cc2b8_4dd4_cover@2x-2-pokojowe-mieszkanie-krakow-nowa-huta-os-centrum-d.webp
Kraków Dębniki,ul. Spacerowa,3,49,610000,12449,Pośrednik,,13,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-spacerowa-3-pokojowe-e4m0q8,https://s2.adresowa.pl/oi/23/61/3ccc56_8162_cover@2x-3-pokojowe-mieszkanie-krakow-debniki-ul-spacerowa.webp
Kraków,Kazimierz,2,47,915000,19468,Pośrednik,,8,https://adresowo.pl/o/mieszkanie-krakow-kazimierz-2-pokojowe-47-m2-p0x1k3,https://s2.adresowa.pl/oi/21/2d/3ccc2a_ffa0_cover@2x-2-pokojowe-mieszkanie-krakow-kazimierz.webp
Kraków Mistrzejowice,ul. Franciszka Kniaźnina,1,35,715000,20429,bez pośredników,,19,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-ul-franciszka-kniaznina-1-pokoj-t8a2o7,https://s2.adresowa.pl/oi/28/5b/3cc0b8_feb4_cover@2x-1-pokojowe-mieszkanie-krakow-mistrzejowice-ul-franciszka-kniaznina.webp
Kraków Wola Justowska,ul. Morelowa,2,65,1480000,22769,bez pośredników,,32,https://adresowo.pl/o/mieszkanie-krakow-wola-justowska-ul-morelowa-2-pokojowe-k1h9i0,https://s2.adresowa.pl/oi/1a/7c/3cad3a_983e_cover@2x-2-pokojowe-mieszkanie-krakow-wola-justowska-ul-morelowa.webp
Kraków,Krowodrza,2,50,880000,17600,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-2-pokojowe-50-m2-s3o5d2,https://s2.adresowa.pl/oi/7c/42/3cbe5e_34a1_cover@2x-2-pokojowe-mieszkanie-krakow-krowodrza.webp
Kraków Prądnik Biały,ul. Siewna,2,55,850000,15455,Pośrednik,,15,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-siewna-2-pokojowe-i6k6i2,https://s2.adresowa.pl/oi/7a/6e/3ccaa6_c7d4_cover@2x-2-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-siewna.webp
Kraków Krowodrza,ul. Krowoderskich Zuchów,3,48,799000,16646,Pośrednik,,36,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-krowoderskich-zuchow-3-pokojowe-t0h5r4,https://s2.adresowa.pl/oi/13/75/3cc9d0_8234_cover@2x-3-pokojowe-mieszkanie-krakow-krowodrza-ul-krowoderskich-zuchow.webp
Kraków Ruczaj,ul. prof. Michała Bobrzyńskiego,3,71,1088600,15332,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-krakow-ruczaj-ul-prof-michala-bobrzynskiego-3-pokojowe-e9a9y3,https://s2.adresowa.pl/oi/5d/33/3cbe06_bc01_cover@2x-3-pokojowe-mieszkanie-krakow-ruczaj-ul-prof-michala-bobrzynskiego.webp
Kraków Podgórze Duchackie,ul. Tuchowska,2,55,724000,13164,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-ul-tuchowska-2-pokojowe-e3r0v7,https://s2.adresowa.pl/oi/15/46/3cbd76_7aa3_cover@2x-2-pokojowe-mieszkanie-krakow-podgorze-duchackie-ul-tuchowska.webp
Kraków Mistrzejowice,ul. ks. kard. Adama Stefana Sapiehy,2,39,620000,15897,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-ul-ks-kard-adama-stefana-sapiehy-2-pokojowe-i3y0d8,https://s2.adresowa.pl/oi/2f/7d/3cbd74_468c_cover@2x-2-pokojowe-mieszkanie-krakow-mistrzejowice-ul-ks-kard-adama-stefana-sapiehy.webp
Kraków Bieńczyce,os. Jagiellońskie,2,36,569000,15806,Pośrednik,,10,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-os-jagiellonskie-2-pokojowe-f3t8y7,https://s2.adresowa.pl/oi/27/43/3cc99a_ca0f_cover@2x-2-pokojowe-mieszkanie-krakow-bienczyce-os-jagiellonskie.webp
Kraków,Zabłocie,2,41,859000,20951,Pośrednik,,12,https://adresowo.pl/o/mieszkanie-krakow-zablocie-2-pokojowe-41-m2-g7y6i4,https://s2.adresowa.pl/oi/53/6e/3cc948_a133_cover@2x-2-pokojowe-mieszkanie-krakow-zablocie.webp
Kraków Podgórze,ul. Nowohucka,1,33,185000,5606,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-nowohucka-1-pokoj-f2q6r9,https://s2.adresowa.pl/oi/41/1a/3cba5c_64b9_cover@2x-1-pokojowe-mieszkanie-krakow-podgorze-ul-nowohucka.webp
Kraków Łobzów,ul. Mazowiecka,2,42,649000,15452,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-lobzow-ul-mazowiecka-2-pokojowe-r2l7n2,https://s2.adresowa.pl/oi/29/3a/3cb87e_9bbf_cover@2x-2-pokojowe-mieszkanie-krakow-lobzow-ul-mazowiecka.webp
Kraków Nowa Huta,os. Szkolne,3,54,640000,11852,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-szkolne-3-pokojowe-u2t0j7,https://s2.adresowa.pl/oi/10/45/3cb876_bd66_cover@2x-3-pokojowe-mieszkanie-krakow-nowa-huta-os-szkolne.webp
Kraków Borek Fałęcki,ul. Zdunów,3,67,1222400,18245,Pośrednik,,22,https://adresowo.pl/o/mieszkanie-krakow-borek-falecki-ul-zdunow-3-pokojowe-y6q7l1,https://s2.adresowa.pl/oi/7a/4e/3cc0fc_933a_cover@2x-3-pokojowe-mieszkanie-krakow-borek-falecki-ul-zdunow.webp
Kraków Kurdwanów,ul. Marii i Bolesława Wysłouchów,2,38,590000,15526,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-krakow-kurdwanow-ul-marii-i-boleslawa-wyslouchow-2-pokojowe-r0q6q4,https://s2.adresowa.pl/oi/2f/44/3cc0d2_a84f_cover@2x-2-pokojowe-mieszkanie-krakow-kurdwanow-ul-marii-i-boleslawa-wyslouchow.webp
Kraków,ul. Królowej Jadwigi,2,38,756200,19900,bez pośredników,,1,https://adresowo.pl/o/mieszkanie-krakow-ul-krolowej-jadwigi-2-pokojowe-t0r9q1,https://s2.adresowa.pl/oi/6f/50/3cb868_44b2_cover@2x-2-pokojowe-mieszkanie-krakow-ul-krolowej-jadwigi.webp
Kraków Bronowice,ul. Filtrowa,2,35,699000,19971,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-filtrowa-2-pokojowe-c8z2w6,https://s2.adresowa.pl/oi/38/77/3cb846_7113_cover@2x-2-pokojowe-mieszkanie-krakow-bronowice-ul-filtrowa.webp
Kraków Czyżyny,ul. Marii Dąbrowskiej,2,48,740000,15417,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-marii-dabrowskiej-2-pokojowe-u8g1n9,https://s2.adresowa.pl/oi/62/6c/3cb79a_6bb0_cover@2x-2-pokojowe-mieszkanie-krakow-czyzyny-ul-marii-dabrowskiej.webp
Kraków,Nowa Huta,3,44,630000,14318,Pośrednik,,16,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-3-pokojowe-44-m2-q7f9o2,https://s2.adresowa.pl/oi/70/3d/3cc0b2_2992_cover@2x-3-pokojowe-mieszkanie-krakow-nowa-huta.webp
Kraków Kurdwanów,ul. Stanisława Stojałowskiego,3,51,720000,14118,Pośrednik,,13,https://adresowo.pl/o/mieszkanie-krakow-kurdwanow-ul-stanislawa-stojalowskiego-3-pokojowe-n4s0c7,https://s2.adresowa.pl/oi/6d/61/3cc058_4baa_cover@2x-3-pokojowe-mieszkanie-krakow-kurdwanow-ul-stanislawa-stojalowskiego.webp
Kraków Nowa Huta,os. Na Stoku,1,35,485000,13857,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-na-stoku-1-pokoj-v3l9t2,https://s2.adresowa.pl/oi/1e/2d/3cb3da_2a2c_cover@2x-1-pokojowe-mieszkanie-krakow-nowa-huta-os-na-stoku.webp
Kraków Bieżanów,ul. Złocieniowa,3,66,849000,12864,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-zlocieniowa-3-pokojowe-l7w6o2,https://s2.adresowa.pl/oi/15/54/3cb54a_d2c9_cover@2x-3-pokojowe-mieszkanie-krakow-biezanow-ul-zlocieniowa.webp
Kraków Nowa Huta,os. Szkolne,2,46,650000,14130,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-szkolne-2-pokojowe-c6w9p5,https://s2.adresowa.pl/oi/3e/61/3cb3c6_84cf_cover@2x-2-pokojowe-mieszkanie-krakow-nowa-huta-os-szkolne.webp
Kraków Podgórze,ul. Stanisława Stojałowskiego,3,49,535000,10918,Pośrednik,,5,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-stanislawa-stojalowskiego-3-pokojowe-b8k1s3,https://s2.adresowa.pl/oi/5a/49/3cb6ca_7ae7_cover@2x-3-pokojowe-mieszkanie-krakow-podgorze-ul-stanislawa-stojalowskiego.webp
Kraków Nowa Huta,os. Tysiąclecia,3,48,575000,11979,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-tysiaclecia-3-pokojowe-n1m9l7,https://s2.adresowa.pl/oi/2c/20/3cb630_7b66_cover@2x-3-pokojowe-mieszkanie-krakow-nowa-huta-os-tysiaclecia.webp
Kraków Prokocim,ul. Jana Kurczaba,3,59,730000,12373,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-prokocim-ul-jana-kurczaba-3-pokojowe-r7v5k8,https://s2.adresowa.pl/oi/2a/7e/3cb29a_9678_cover@2x-3-pokojowe-mieszkanie-krakow-prokocim-ul-jana-kurczaba.webp
Kraków Nowa Huta,os. Szkolne,3,50,699999,14000,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-szkolne-3-pokojowe-n0b3s8,https://s2.adresowa.pl/oi/27/42/3cb1a8_698a_cover@2x-3-pokojowe-mieszkanie-krakow-nowa-huta-os-szkolne.webp
Kraków Podgórze,ul. Białoruska,2,39,600000,15385,bez pośredników,,6,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-bialoruska-2-pokojowe-x0e2m6,https://s2.adresowa.pl/oi/4e/70/3cb0fe_64f3_cover@2x-2-pokojowe-mieszkanie-krakow-podgorze-ul-bialoruska.webp
Kraków Bronowice,ul. Na Błonie,1,24,429000,17875,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-na-blonie-1-pokoj-u7e9g6,https://s2.adresowa.pl/oi/65/3d/3cb62c_c0b0_cover@2x-1-pokojowe-mieszkanie-krakow-bronowice-ul-na-blonie.webp
Kraków Krowodrza,ul. Kazimierza Wierzyńskiego,3,79,940000,11899,Pośrednik,,34,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-kazimierza-wierzynskiego-3-pokojowe-m2c8z3,https://s2.adresowa.pl/oi/33/11/3cb184_559c_cover@2x-3-pokojowe-mieszkanie-krakow-krowodrza-ul-kazimierza-wierzynskiego.webp
Kraków Bronowice,ul. Starego Dębu,4,63,1250000,19841,bez pośredników,,17,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-starego-debu-4-pokojowe-w1g1d8,https://s2.adresowa.pl/oi/3f/5d/3caec6_ef8f_cover@2x-4-pokojowe-mieszkanie-krakow-bronowice-ul-starego-debu.webp
Kraków Podgórze,ul. Wielicka,1,28,630000,22500,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-wielicka-1-pokoj-k6i5l4,https://s2.adresowa.pl/oi/37/2d/3cad14_3320_cover@2x-1-pokojowe-mieszkanie-krakow-podgorze-ul-wielicka.webp
Kraków Mistrzejowice,os. Piastów,2,35,665000,19000,bez pośredników,,17,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-piastow-2-pokojowe-t5b5b7,https://s2.adresowa.pl/oi/48/37/3cac70_4f46_cover@2x-2-pokojowe-mieszkanie-krakow-mistrzejowice-os-piastow.webp
Kraków Bronowice,ul. Sosnowiecka,2,31,568620,18343,Pośrednik,,8,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-sosnowiecka-2-pokojowe-s0z6n1,https://s2.adresowa.pl/oi/5f/69/3cab06_859a_cover@2x-2-pokojowe-mieszkanie-krakow-bronowice-ul-sosnowiecka.webp
Kraków Stare Miasto,ul. Mikołaja Zyblikiewicza,2,64,1600000,25000,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-mikolaja-zyblikiewicza-2-pokojowe-m7f6o4,https://s2.adresowa.pl/oi/5e/72/3ca992_5311_cover@2x-2-pokojowe-mieszkanie-krakow-stare-miasto-ul-mikolaja-zyblikiewicza.webp
Kraków Nowa Huta,os. Bohaterów Września,3,66,835000,12652,bez pośredników,,14,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-bohaterow-wrzesnia-3-pokojowe-w9q6e6,https://s2.adresowa.pl/oi/38/1f/3cabcc_6a61_cover@2x-3-pokojowe-mieszkanie-krakow-nowa-huta-os-bohaterow-wrzesnia.webp
Kraków Mistrzejowice,os. Oświecenia,3,63,789000,12524,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-oswiecenia-3-pokojowe-u9o0w5,https://s2.adresowa.pl/oi/5e/75/3cab96_5767_cover@2x-3-pokojowe-mieszkanie-krakow-mistrzejowice-os-oswiecenia.webp
Kraków Mistrzejowice,os. Bohaterów Września,1,22,286000,13000,bez pośredników,,6,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-bohaterow-wrzesnia-1-pokoj-r4l7q4,https://s2.adresowa.pl/oi/56/46/3ca7c8_8897_cover@2x-1-pokojowe-mieszkanie-krakow-mistrzejowice-os-bohaterow-wrzesnia.webp
Kraków,ul. Mariana Domagały,4,67,889000,13269,Pośrednik,,39,https://adresowo.pl/o/mieszkanie-krakow-ul-mariana-domagaly-4-pokojowe-j5b3w7,https://s2.adresowa.pl/oi/66/6e/3ca98c_4732_cover@2x-4-pokojowe-mieszkanie-krakow-ul-mariana-domagaly.webp
Kraków Podgórze,ul. Daliowa,2,31,420000,13548,Pośrednik,,8,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-daliowa-2-pokojowe-l0a0f4,https://s2.adresowa.pl/oi/1d/2f/3ca94c_7c22_cover@2x-2-pokojowe-mieszkanie-krakow-podgorze-ul-daliowa.webp
Kraków Krowodrza,ul. Władysława Łokietka,3,53,850000,16038,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-wladyslawa-lokietka-3-pokojowe-h4j3h3,https://s2.adresowa.pl/oi/24/1d/3ca6c0_bd54_cover@2x-3-pokojowe-mieszkanie-krakow-krowodrza-ul-wladyslawa-lokietka.webp
Kraków Bieńczyce,ul. gen. Leopolda Okulickiego,3,48,758000,15792,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-ul-gen-leopolda-okulickiego-3-pokojowe-g5b8j9,https://s2.adresowa.pl/oi/7c/3f/3ca65c_bf5e_cover@2x-3-pokojowe-mieszkanie-krakow-bienczyce-ul-gen-leopolda-okulickiego.webp
Kraków Stare Miasto,ul. św. Sebastiana,3,75,1449000,19320,bez pośredników,,15,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-sw-sebastiana-3-pokojowe-l2i2m2,https://s2.adresowa.pl/oi/58/6b/3ca532_3bac_cover@2x-3-pokojowe-mieszkanie-krakow-stare-miasto-ul-sw-sebastiana.webp
Kraków Podgórze,ul. Na Zakolu Wisły,4,75,1190000,15867,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-na-zakolu-wisly-4-pokojowe-s6j7g0,https://s2.adresowa.pl/oi/27/43/3ca888_8ff6_cover@2x-4-pokojowe-mieszkanie-krakow-podgorze-ul-na-zakolu-wisly.webp
Kraków Swoszowice,ul. Władysława Taklińskiego,5,114,1240000,10877,Pośrednik,,10,https://adresowo.pl/o/mieszkanie-krakow-swoszowice-ul-wladyslawa-taklinskiego-5-pokojowe-u5r3l2,https://s2.adresowa.pl/oi/3a/14/3ca886_ba1d_cover@2x-5-pokojowe-mieszkanie-krakow-swoszowice-ul-wladyslawa-taklinskiego.webp
Kraków Podgórze,ul. Gliniana,2,40,698000,17450,bez pośredników,,18,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-gliniana-2-pokojowe-x0o5n3,https://s2.adresowa.pl/oi/11/5f/3ca412_c2ab_cover@2x-2-pokojowe-mieszkanie-krakow-podgorze-ul-gliniana.webp
Kraków Grzegórzki,ul. Grzegórzecka,1,30,770000,25667,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-grzegorzecka-1-pokoj-s7t2q8,https://s2.adresowa.pl/oi/10/5e/3ca322_f387_cover@2x-1-pokojowe-mieszkanie-krakow-grzegorzki-ul-grzegorzecka.webp
Kraków Czyżyny,ul. Sołtysowska,3,58,934500,16112,bez pośredników,,18,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-soltysowska-3-pokojowe-u6h6d1,https://s2.adresowa.pl/oi/4a/29/3ca294_3893_cover@2x-3-pokojowe-mieszkanie-krakow-czyzyny-ul-soltysowska.webp
Kraków Prądnik Czerwony,ul. Dobrego Pasterza,3,51,639000,12529,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-dobrego-pasterza-3-pokojowe-l3u2d2,https://s2.adresowa.pl/oi/71/20/3ca374_4280_cover@2x-3-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-dobrego-pasterza.webp
Kraków Stare Miasto,ul. Tadeusza Pawlikowskiego,1,43,429000,9977,Pośrednik,,10,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-tadeusza-pawlikowskiego-1-pokoj-l4t9x2,https://s2.adresowa.pl/oi/41/47/3ca1e6_b0e1_cover@2x-1-pokojowe-mieszkanie-krakow-stare-miasto-ul-tadeusza-pawlikowskiego.webp
Kraków Mistrzejowice,os. Bohaterów Września,3,68,990000,14559,bez pośredników,,14,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-bohaterow-wrzesnia-3-pokojowe-r6v4s2,https://s2.adresowa.pl/oi/30/43/3ca29e_8011_cover@2x-3-pokojowe-mieszkanie-krakow-mistrzejowice-os-bohaterow-wrzesnia.webp
Kraków Pychowice,ul. Macieja Moraczewskiego,1,32,239000,7469,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-pychowice-ul-macieja-moraczewskiego-1-pokoj-i7t7s6,https://s2.adresowa.pl/oi/32/76/3ca166_4aa7_cover@2x-1-pokojowe-mieszkanie-krakow-pychowice-ul-macieja-moraczewskiego.webp
Kraków Podgórze Duchackie,ul. Białoruska,2,44,750000,17045,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-ul-bialoruska-2-pokojowe-l8j1n2,https://s2.adresowa.pl/oi/2c/5c/3ca11c_5c1b_cover@2x-2-pokojowe-mieszkanie-krakow-podgorze-duchackie-ul-bialoruska.webp
Kraków Prądnik Czerwony,ul. Jakuba Majora,3,52,780000,15000,Pośrednik,,39,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-jakuba-majora-3-pokojowe-p1i9k4,https://s2.adresowa.pl/oi/78/6c/3c9ce8_79b1_cover@2x-3-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-jakuba-majora.webp
Kraków Dąbie,ul. Na Szaniec,2,40,599000,14975,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-krakow-dabie-ul-na-szaniec-2-pokojowe-m2c7w3,https://s2.adresowa.pl/oi/46/1b/3c9a56_e9d1_cover@2x-2-pokojowe-mieszkanie-krakow-dabie-ul-na-szaniec.webp
Kraków Bronowice,ul. Stawowa,2,44,779000,17705,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-stawowa-2-pokojowe-s6c2q7,https://s2.adresowa.pl/oi/1d/77/3ca0fe_a40f_cover@2x-2-pokojowe-mieszkanie-krakow-bronowice-ul-stawowa.webp
Kraków Podgórze Duchackie,ul. Włoska,2,53,830000,15660,bez pośredników,,15,https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-ul-wloska-2-pokojowe-l8r2m4,https://s2.adresowa.pl/oi/1c/21/3ca072_8e4e_cover@2x-2-pokojowe-mieszkanie-krakow-podgorze-duchackie-ul-wloska.webp
Kraków Podgórze,ul. Do Wilgi,3,61,1090000,17869,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-do-wilgi-3-pokojowe-t6h3e1,https://s2.adresowa.pl/oi/6a/4c/3c9fd0_4fd3_cover@2x-3-pokojowe-mieszkanie-krakow-podgorze-ul-do-wilgi.webp
Kraków Prądnik Czerwony,ul. Kwartowa,2,29,499000,17207,Pośrednik,,24,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-kwartowa-2-pokojowe-o4w9a3,https://s2.adresowa.pl/oi/53/43/3c94ba_a18a_cover@2x-2-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-kwartowa.webp
Kraków Nowa Huta,os. Złotego Wieku,3,48,579000,12062,Pośrednik,,9,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-zlotego-wieku-3-pokojowe-s6c0x5,https://s2.adresowa.pl/oi/7c/22/3c9310_c99e_cover@2x-3-pokojowe-mieszkanie-krakow-nowa-huta-os-zlotego-wieku.webp
Kraków Nowa Huta,os. Albertyńskie,2,44,650000,14773,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-albertynskie-2-pokojowe-y9g4c8,https://s2.adresowa.pl/oi/6c/18/3c9faa_f32b_cover@2x-2-pokojowe-mieszkanie-krakow-nowa-huta-os-albertynskie.webp
Kraków Śródmieście,ul. Litewska,1,30,528000,17600,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-ul-litewska-1-pokoj-l3z9e8,https://s2.adresowa.pl/oi/78/50/3c9f7a_3e68_cover@2x-1-pokojowe-mieszkanie-krakow-srodmiescie-ul-litewska.webp
Kraków Kozłówek,ul. Polonijna,2,40,670000,16750,bez pośredników,,17,https://adresowo.pl/o/mieszkanie-krakow-kozlowek-ul-polonijna-2-pokojowe-r3u1j0,https://s2.adresowa.pl/oi/72/7e/3c9f08_c79e_cover@2x-2-pokojowe-mieszkanie-krakow-kozlowek-ul-polonijna.webp
Kraków Krowodrza,ul. Racławicka,1,21,460000,21905,Pośrednik,,22,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-raclawicka-1-pokoj-c0g5v7,https://s2.adresowa.pl/oi/55/21/3c91e8_b4f2_cover@2x-1-pokojowe-mieszkanie-krakow-krowodrza-ul-raclawicka.webp
Kraków Podgórze Duchackie,ul. Marii i Bolesława Wysłouchów,2,36,620000,17222,Pośrednik,,25,https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-ul-marii-i-boleslawa-wyslouchow-2-pokojowe-j2d0m5,https://s2.adresowa.pl/oi/6e/5a/3c9188_6dcb_cover@2x-2-pokojowe-mieszkanie-krakow-podgorze-duchackie-ul-marii-i-boleslawa-wyslouchow.webp
Kraków Nowa Huta,os. Piastów,3,54,859000,15907,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-piastow-3-pokojowe-s7i2z6,https://s2.adresowa.pl/oi/1f/6c/3c9e98_75a5_cover@2x-3-pokojowe-mieszkanie-krakow-nowa-huta-os-piastow.webp
Kraków Ruczaj,ul. Raciborska,3,64,997150,15580,bez pośredników,,13,https://adresowo.pl/o/mieszkanie-krakow-ruczaj-ul-raciborska-3-pokojowe-g2d0n1,https://s2.adresowa.pl/oi/5f/5d/3c9eb0_fa2f_cover@2x-3-pokojowe-mieszkanie-krakow-ruczaj-ul-raciborska.webp
Kraków Żabiniec,ul. Żabiniec,3,52,910000,17500,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-krakow-zabiniec-ul-zabiniec-3-pokojowe-e1z0r9,https://s2.adresowa.pl/oi/26/5e/3c9e0c_7575_cover@2x-3-pokojowe-mieszkanie-krakow-zabiniec-ul-zabiniec.webp
